"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총인원"
"3040000","304000001020170004","20170925","","01","영업/정상","0000","정상","","","","","024550975","65","","","서울특별시 광진구 광나루로 524 (구의동)","05031","연두동물병원","2022-05-03 14:22:54","U","2021-12-05 00:05:00.0","","207679.128954008","449166.073716992","","","","",""
"3240000","324000001020080003","2008-08-12","","01","영업/정상","0000","정상","","","","","02-442-2223","21.38","","","서울특별시 강동구 고덕로 162, 101호 (명일동)","05257","늘사랑동물병원","2023-02-17 13:37:39","U","2022-12-01 23:09:00.0","","","","","","","",""
"3240000","324000001020170004","2017-10-10","","01","영업/정상","0000","정상","","","","","02-476-7582","0","","서울특별시 강동구 천호동 25-15 약제빌딩","서울특별시 강동구 양재대로 1603, 약제빌딩 1층 (천호동)","05306","안단테 동물의료센터","2023-08-08 13:28:24","U","2022-12-07 23:00:00.0","","212597.785244413","449625.306070748","","","","",""
"3240000","324000001020020003","20021030","","01","영업/정상","0000","정상","","","","","02-428-7893","79.59","","서울특별시 강동구 명일동 ","서울특별시 강동구 구천면로 446 (명일동)","05293","사랑이있는동물병원","2020-03-25 20:49:38","U","2020-03-27 02:40:00.0","","212967.326934145    ","449677.159165055    ","동물병원","","","000",""
"3240000","324000001020160002","20160616","","01","영업/정상","0000","정상","","","","","02-476-3927","147.6","","서울특별시 강동구 성내동 449-13번지 ","서울특별시 강동구 양재대로 1299, 1층 (성내동)","05408","방주동물의료센터","2019-06-27 14:15:22","U","2019-06-29 02:40:00.0","","211745.018097971    ","446699.196101461    ","동물병원","","","000",""
"3240000","324000001020160003","20160630","","01","영업/정상","0000","정상","","","","","02-442-8287","161.16","","서울특별시 강동구 암사동 462-3번지 ","서울특별시 강동구 올림픽로 820, 1층 (암사동, 서연빌딩)","05251","마리스동물의료센터","2016-10-14 10:38:50","I","2018-08-31 23:59:59.0","","211349.725354409    ","450207.018195483    ","동물병원","","","000",""
"3240000","324000001020160004","20161027","","01","영업/정상","0000","정상","","","","","02-428-1661","73.34","","서울특별시 강동구 암사동 503-23번지 ","서울특별시 강동구 올림픽로 787, 1층 (암사동, 태성프라자)","05241","올바른동물병원","2018-11-13 17:23:51","U","2018-11-15 02:35:43.0","","211216.359129232    ","449919.980434795    ","동물병원","","","000",""
"3240000","324000001020180004","20180726","","01","영업/정상","0000","정상","","","","","02-486-4252","0","","서울특별시 강동구 둔촌동 53번지 원경빌딩 ","서울특별시 강동구 천호대로 1186, 원경빌딩 102호 (둔촌동)","05361","김태화동물병원","2018-07-26 11:37:51","I","2018-08-31 23:59:59.0","","212589.743486515    ","447977.592820866    ","동물병원","","","000",""
"3240000","324000001020170001","20170721","","01","영업/정상","0000","정상","","","","","02-441-5515","0","","서울특별시 강동구 고덕동 688번지 래미안힐스테이트고덕 상가 2층 212,213호 ","서울특별시 강동구 아리수로50길 50 (고덕동, 래미안힐스테이트고덕 상가 2층 212,213호)","05229","고덕 고래힐동물병원","2017-07-21 15:48:25","I","2018-08-31 23:59:59.0","","212926.089912845    ","450751.524331915    ","동물병원","","","000",""
"3230000","323000001019910001","19910218","","01","영업/정상","0000","정상","","","","","02-402-5746","0","","서울특별시 송파구 가락동 190-6 무영빌딩","서울특별시 송파구 동남로18길 23, 무영빌딩 (가락동)","05783","영국동물병원","2022-12-05 13:10:20","U","2021-11-02 00:07:00.0","","211698.200784756","443566.970137348","","","","",""
"3110000","311000001020130001","2013-02-25","","01","영업/정상","0000","정상","","","","","02-387-7582","0","","서울특별시 은평구 응암동 91-5","서울특별시 은평구 은평로 93 (응암동)","03461","24시스마트동물메디컬센터","2023-03-03 16:02:20","U","2022-12-03 00:05:00.0","","192700.377628737","455276.729077644","","","","",""
"3100000","310000001020080001","2008-04-11","","01","영업/정상","0000","정상","","","","","973-7588","26.85","","서울특별시 노원구 월계동 26-13 석계문고","서울특별시 노원구 화랑로 349, 석계문고 2층 (월계동)","01914","우솔종합동물병원","2023-05-11 13:40:52","U","2022-12-04 23:03:00.0","","205815.698893301","457008.271220657","","","","",""
"3030000","303000001020070002","2007-07-25","","01","영업/정상","0000","정상","","","","","02-3395-7975","240","","서울특별시 성동구 행당동 318-36","서울특별시 성동구 고산자로 207 (행당동)","04714","24시센트럴동물메디컬센터","2023-07-17 17:16:15","U","2022-12-06 23:09:00.0","","202907.218919388","450712.086716399","","","","",""
"3030000","303000001020210001","2021-06-24","","01","영업/정상","0000","정상","","","","","02-6454-6182","43.9","","서울특별시 성동구 행당동 377 서울숲 더샵 4층","서울특별시 성동구 왕십리로 241, 4층 (행당동, 서울숲 더샵)","04765","바우라움동물병원","2023-09-11 13:17:59","U","2022-12-08 23:03:00.0","","203481.628249668","450468.773302861","","","","",""
"3040000","304000001020210001","2021-04-27","","02","휴업","0001","휴업","","2023-09-15","2023-10-29","","02-2039-9930","101.56","","서울특별시 광진구 자양동 612-56","서울특별시 광진구 자양로15길 30, 1층 (자양동)","05055","우주동물병원","2023-09-11 16:12:47","U","2022-12-08 23:03:00.0","","207169.000147705","448162.523899287","","","","",""
"3150000","315000001020140004","2014-12-18","","01","영업/정상","0000","정상","","","","","02-518-7500","0","","서울특별시 강서구 등촌동 658-4","서울특별시 강서구 화곡로 371 (등촌동)","07590","강서YD동물의료센터","2023-09-18 13:34:45","U","2022-12-08 22:00:00.0","","186868.771611134","450531.905642082","","","","",""
"3240000","324000001020200003","2020-05-12","","01","영업/정상","0000","정상","","","","","02-6953-7512","0","","서울특별시 강동구 고덕동 172-9","서울특별시 강동구 상일로 153, 1층 (고덕동)","05222","가온동물병원","2023-02-17 13:41:29","U","2022-12-01 23:09:00.0","","214989.297025493","450945.407863605","","","","",""
"3240000","324000001020150005","20150630","","01","영업/정상","0000","정상","","","","","02-442-8875","102.96","","","서울특별시 강동구 고덕로 110 (암사동)","05255","스마트동물병원 강동암사점","2015-07-24 14:52:56","I","2018-08-31 23:59:59.0","","212090.107337698    ","450261.331292257    ","동물병원","","","000",""
"3030000","303000001020190003","20190919","","01","영업/정상","0000","정상","","","","","02-2295-9888","47.5","","서울특별시 성동구 하왕십리동 1070 센트라스상가 D동 106호","서울특별시 성동구 왕십리로 410, D동 106호 (하왕십리동, 센트라스)","04701","베이지동물병원","2022-06-23 18:14:06","U","2021-12-05 22:05:00.0","","202372.912023599","451536.680876573","","","","",""
"3050000","305000001019990001","19990414","","01","영업/정상","0000","정상","","","","","02-2214-6129","0","","서울특별시 동대문구 답십리동 250-1","서울특별시 동대문구 전농로 77(답십리동)","02599","그랜드동물병원","2022-04-29 10:18:34","U","2021-12-05 00:01:00.0","","204974.829709532","452169.781296696","","","","",""
"3170000","317000001020170002","20170328","","01","영업/정상","0000","정상","","","","","02-808-2475","129.6","","서울특별시 금천구 시흥동 999-1","서울특별시 금천구 시흥대로 251 (시흥동, 도일산호시티빌)","08614","금천 24시 K동물의료센터","2022-06-30 14:40:11","U","2021-12-07 00:02:00.0","","191041.238206348","439333.421297264","","","","",""
"3030000","303000001020030003","20030124","","03","폐업","0002","폐업","20081128","","","","02-2291-8275","0","","서울특별시 성동구 하왕십리동 966-54번지 ","","","무학동물병원","2008-11-28 13:06:27","I","2018-08-31 23:59:59.0","","202738.363976015    ","451205.96182122     ","동물병원","","","000",""
"3010000","301000001020190007","2019-08-01","","01","영업/정상","0000","정상","","","","","02-6956-7502","0","","서울특별시 중구 을지로5가 133-1 뉴천지관광호텔","서울특별시 중구 을지로38길 20, 뉴천지관광호텔 1층 (을지로5가)","04561","헬릭스동물암센터","2023-06-19 17:15:18","U","2022-12-05 22:01:00.0","","200225.983119633","451511.262755282","","","","",""
"3230000","323000001020220007","2022-07-05","","01","영업/정상","0000","정상","","","","","02-448-6400","367.09","","서울특별시 송파구 거여동 605-4","서울특별시 송파구 위례송파로 77, 위례우성어반타워 3층 303~307, 309호 (거여동)","05790","24시 스탠다드 동물의료센터","2023-06-26 10:31:27","U","2022-12-05 22:08:00.0","","212530.183908899","442594.787881412","","","","",""
"3240000","324000001020210003","2021-06-21","","01","영업/정상","0000","정상","","","","","02-457-0075","0","","서울특별시 강동구 길동 236-7","서울특별시 강동구 천호대로 1171, 4층, 5층 (길동)","05356","동물영상진단센터/나음고양이병원","2023-08-03 11:30:22","U","2022-12-08 00:05:00.0","","212426.8880544","447999.103871278","","","","",""
"3070000","307000001020090001","2009-04-14","","01","영업/정상","0000","정상","","","","","953-0075","1189.18","","서울특별시 성북구 동소문동6가 3-1 시티플레이스","서울특별시 성북구 동소문로 73, 시티플레이스 1층 101호, 비101호, 비201호, 비202호 (동소문동6가)","02830","VIP 동물의료센터","2023-09-21 08:58:25","U","2022-12-08 22:03:00.0","","201116.337615606","454444.297266775","","","","",""
"3230000","323000001020220006","20220629","","01","영업/정상","0000","정상","","","","","02-6953-7587","32.66","","서울특별시 송파구 잠실동 27 잠실주공아파트","서울특별시 송파구 송파대로 567, 상가동 1층 106호 (잠실동, 잠실주공아파트)","05503","잠실동물병원","2022-12-05 17:03:51","U","2021-11-02 00:07:00.0","","208317.419891103","445894.98085039","","","","",""
"3240000","324000001020070004","2007-10-12","","01","영업/정상","0000","정상","","","","","02-476-8275","35","","","서울특별시 강동구 천호대로 1057 (천호동)","05336","시온동물병원","2023-02-17 13:36:51","U","2022-12-01 23:09:00.0","","","","","","","",""
"3240000","324000001020140004","20140712","","03","폐업","0002","폐업","20160531","","","","","0","","","서울특별시 강동구 성안로 156 (성내동)","134885","24시 강동 우리 동물병원","2016-05-31 13:33:57","I","2018-08-31 23:59:59.0","","211890.252444849    ","448299.13971983     ","동물병원","","","000",""
"3160000","316000001019990002","1999-12-09","","01","영업/정상","0000","정상","","","","","869-7582","84","","서울특별시 구로구 구로동 505-17 유성빌딩","서울특별시 구로구 구로중앙로31길 30, 24시 지구촌 동물 메디컬센터 (구로동)","08280","24시 지구촌 동물메디컬 센터","2023-08-16 09:22:18","U","2022-12-07 23:08:00.0","","189741.720366256","444071.280480072","","","","",""
"3220000","322000001020160007","2016-08-08","","01","영업/정상","0000","정상","","","","","02-6203-7588","0","","서울특별시 강남구 역삼동 689-2 PRODIGY TOWER","서울특별시 강남구 언주로 542, PRODIGY TOWER 1~2층 (역삼동)","06147","서울동물심장병원","2023-09-07 15:20:41","U","2022-12-09 00:09:00.0","","203543.614677574","444942.826683618","","","","",""
"3200000","320000001020120001","2012-01-20","","01","영업/정상","0000","정상","","","","","02-880-8661","1963.64","","서울특별시 관악구 신림동 149","서울특별시 관악구 관악로 1 (신림동, 서울대학교)","08826","서울대학교 수의과대학 동물병원","2023-09-24 14:04:58","U","2022-12-08 22:06:00.0","","195663.052611569","440670.382746186","","","","",""
"3010000","301000001020000002","20020810","","01","영업/정상","0000","정상","","","","","2256-8275","0","","서울특별시 중구 신당동 844 남산타운","서울특별시 중구 다산로 32, 5상가동 217호 (신당동, 남산타운)","04595","남산동물병원","2022-07-05 16:48:46","U","2021-12-07 00:07:00.0","","200750.455125653","449638.824308081","","","","",""
"3240000","324000001020220002","2022-10-12","","01","영업/정상","0000","정상","","","","","02-478-2208","18","","서울특별시 강동구 길동 402-10","서울특별시 강동구 천호대로191길 6(길동)","05350","양지가축동물병원","2023-02-17 13:50:56","U","2022-12-01 23:09:00.0","","212700.316125213","448138.401469213","","","","",""
"3010000","301000001020010001","20011226","","01","영업/정상","0000","정상","","","","","2233-7574","242.41","","서울특별시 중구 신당동 368-19","서울특별시 중구 다산로 107, 2층 (신당동)","04598","미래지동물의료센터","2022-07-05 16:48:21","U","2021-12-07 00:07:00.0","","200783.119589726","450153.784342829","","","","",""
"3240000","324000001020210002","2021-06-21","","01","영업/정상","0000","정상","","","","","02-457-0075","","","서울특별시 강동구 길동 236-7","서울특별시 강동구 천호대로 1171, 지하1층,2층,3층 (길동)","05356","로얄동물메디컬센터 강동","2023-08-03 11:34:48","U","2022-12-08 00:05:00.0","","212426.8880544","447999.103871278","","","","",""
"3220000","322000001020180004","2018-07-12","","01","영업/정상","0000","정상","","","","","02-549-4505","0","","서울특별시 강남구 논현동 59-5 진성빌딩","서울특별시 강남구 도산대로 206, 진성빌딩 (논현동)","06047","신사동물병원","2023-05-12 13:23:57","U","2022-12-04 23:04:00.0","","202495.990697494","446378.357163448","","","","",""
"3230000","323000001020190002","20190516","","03","폐업","0002","폐업","20221101","","","","02-6953-7502","0","","서울특별시 송파구 삼전동 28-2 청목빌딩","서울특별시 송파구 삼전로 56, 청목빌딩 (삼전동)","05581","헬릭스동물메디컬센터 송파분원","2022-11-14 16:06:46","U","2021-10-31 23:06:00.0","","207700.777656302","444619.911018948","","","","",""
"3010000","301000001019950002","19950802","","01","영업/정상","0000","정상","","","","","2263-6134","0","","서울특별시 중구 충무로4가 93-1","서울특별시 중구 퇴계로 227 (충무로4가)","04558","대한동물병원","2022-07-05 16:47:54","U","2021-12-07 00:07:00.0","","199655.746062675","451086.874410496","","","","",""
"3060000","306000001020030004","20031112","","03","폐업","0002","폐업","20060112","","","","2207-9181","56","","서울특별시 중랑구 면목동 153-33  번지 ","","","진영동물병원","2006-01-12 15:24:47","I","2018-08-31 23:59:59.0","","","","동물병원","","","000",""
"3190000","319000001020200001","2020-02-04","","01","영업/정상","0000","정상","","","","","02-812-7585","258.72","","서울특별시 동작구 상도1동 623","서울특별시 동작구 양녕로 277-1 (상도1동)","06919","품 동물의료센터","2023-06-01 11:40:58","U","2022-12-06 00:03:00.0","","195455.820503221","444687.36290355","","","","",""
"3000000","300000001019990001","1999-04-23","","01","영업/정상","0000","정상","","","","","379-7575","0","","서울특별시 종로구 평창동 158-1 글로리아타운","서울특별시 종로구 평창문화로 75, 글로리아타운 111호 (평창동)","03009","월드펫동물병원","2023-03-17 15:58:31","U","2022-12-02 23:09:00.0","","197212.364862058","456055.205802855","","","","",""
"3240000","324000001020220001","2022-06-30","","01","영업/정상","0000","정상","","","","","02-6949-2475","322","","서울특별시 강동구 성내동 549-1 씨네월드","서울특별시 강동구 성내로 48, 씨네월드 1층 (성내동)","05399","더파크동물의료센터","2023-08-02 11:57:31","U","2022-12-08 00:05:00.0","","210992.497270009","447372.617182859","","","","",""
"3090000","309000001020220001","20220427","","01","영업/정상","0000","정상","","","","","907-7512","46.02","","서울특별시 도봉구 쌍문동 262-10 104호","서울특별시 도봉구 시루봉로 59, 104호 (쌍문동)","01375","사랑해요동물병원","2022-04-27 10:46:24","I","2021-12-03 22:09:00.0","","202376.452513796","461534.679833377","","","","",""
"3200000","320000001020220001","20220427","","01","영업/정상","0000","정상","","","","","","","","서울특별시 관악구 봉천동 300-17 관악구재향군인회","서울특별시 관악구 낙성대로 32, 관악구재향군인회 301호 (봉천동)","08790","닥터펫보리 특수클리닉","2022-04-27 10:06:46","I","2021-12-03 22:09:00.0","","196283.107476338","441498.769579572","","","","",""
"3220000","322000001020220002","20220427","","01","영업/정상","0000","정상","","","","","02-797-4408","178.35","","서울특별시 강남구 역삼동 827-67","서울특별시 강남구 테헤란로8길 46, 2층 (역삼동)","06240","동물치과병원메이","2022-04-27 13:27:15","I","2021-12-03 22:09:00.0","","202780.126797022","443740.045139197","","","","",""
"3010000","301000001019950001","19950512","","01","영업/정상","0000","정상","","","","","2278-0075","0","","서울특별시 중구 묵정동 32-1","서울특별시 중구 퇴계로 254-1 (묵정동)","04619","황동물병원","2022-07-05 16:42:41","U","2021-12-07 00:07:00.0","","199930.85829926","451121.344849729","","","","",""
"3130000","313000001020220001","20220502","","01","영업/정상","0000","정상","","","","","0507-1350-7229","0","","서울특별시 마포구 신수동 462 신촌숲아이파크","서울특별시 마포구 광성로 17, 상가동 135, 136호 (신수동, 신촌숲아이파크)","04094","신촌 숲 동물병원","2022-08-22 20:52:59","U","2021-12-07 22:04:00.0","","194181.667885387","449752.106508794","","","","",""
"3050000","305000001020220001","20220426","","01","영업/정상","0000","정상","","","","","0262170202","","","서울특별시 동대문구 답십리동 259-22","서울특별시 동대문구 전농로 57-1, 1층,2층,지하1층 동대문 루시드 동물메디컬센터 (답십리동)","02600","동대문 루시드 동물메디컬센터","2022-08-19 16:17:06","U","2021-12-07 22:01:00.0","","204958.890769622","451983.572742918","","","","",""
"3190000","319000001020070001","20070522","","01","영업/정상","0000","정상","","","","","02-3471-0375","99","","서울특별시 동작구 사당동 1019-54 오사빌딩 1층","서울특별시 동작구 동작대로 47 (사당동)","07014","다나동물병원","2022-11-03 14:00:38","U","2021-11-01 00:05:00.0","","198290.987454945","442079.914970215","","","","",""
"3020000","302000001020180001","20180514","","01","영업/정상","0000","정상","","","","","02-797-1275","73","","서울특별시 용산구 한강로3가 63-389 용산시티파크1단지 101동 101호","서울특별시 용산구 서빙고로 35, 101동 101호 (한강로3가, 용산시티파크1단지)","04385","워너비동물병원 용산점","2022-04-28 10:27:32","U","2021-12-03 21:00:00.0","","197202.846269061","446986.411557186","","","","",""
"3010000","301000001019900001","19900925","","01","영업/정상","0000","정상","","","","","2274-8558","0","","서울특별시 중구 필동2가 53","서울특별시 중구 퇴계로 226 (필동2가)","04624","윤신근박사동물병원","2022-07-05 16:43:28","U","2021-12-07 00:07:00.0","","199652.596554208","451038.891443622","","","","",""
"3000000","300000001020130003","20010604","","02","휴업","0001","휴업","","","","","732-3827","0","","서울특별시 종로구 효자동 31번지 ","서울특별시 종로구 자하문로 66-2 (효자동)","03042","효자동물병원","2014-12-31 09:44:30","I","2018-08-31 23:59:59.0","","197364.614476836    ","453303.293915738    ","동물병원","","","000",""
"3000000","300000001020010001","20130304","","02","휴업","0001","휴업","","","","","732-3827","0","","서울특별시 종로구 효자동 31번지 ","서울특별시 종로구 자하문로 66-2 (효자동)","03042","효자동물병원","2014-12-31 09:41:37","I","2018-08-31 23:59:59.0","","197364.614476836    ","453303.293915738    ","동물병원","","","000",""
"3000000","300000001020130007","20130514","","04","취소/말소/만료/정지/중지","0004","말소","","","","","379-7575","0","","서울특별시 종로구 신영동 249-6번지 ","서울특별시 종로구 진흥로 473 (신영동)","03007","월드펫동물병원","2018-06-14 10:56:04","I","2018-08-31 23:59:59.0","","196444.558512343    ","455996.128787691    ","동물병원","","","000",""
"3000000","300000001020200001","20200517","","01","영업/정상","0000","정상","","","","","02-733-6030","326.5","","서울특별시 종로구 신교동 70-10번지 ","서울특별시 종로구 자하문로 95, 신교빌딩 1층 (신교동)","03032","선동물병원","2020-05-17 10:59:48","I","2020-05-19 00:23:19.0","","197278.891939281    ","453572.355620921    ","동물병원","","","000",""
"3000000","300000001020010002","20011211","","01","영업/정상","0000","정상","","","","","02-744-9098","0","","서울특별시 종로구 창신동 80-1 ","서울특별시 종로구 지봉로 53-1 (창신동)","","해동물병원","2020-11-10 13:02:15","U","2020-11-17 02:40:00.0","","201300.617267399    ","452512.234050389    ","동물병원","","","000",""
"3000000","300000001020020001","20021025","","01","영업/정상","0000","정상","","","","","391-4575","46.22","","서울특별시 종로구 홍지동 127-7번지 5통5반 지층 3호","서울특별시 종로구 자하문로 293 (홍지동)","03021","북악동물병원","2019-04-29 17:31:33","U","2019-05-01 02:40:00.0","","196420.140799836    ","455175.041431888    ","동물병원","","","000",""
"3230000","323000001020220008","2022-11-04","","01","영업/정상","0000","정상","","","","","02-6953-7502","0","","서울특별시 송파구 삼전동 28-2","서울특별시 송파구 삼전로 56, 1~4층 (삼전동)","05581","리베동물메디컬센터","2023-08-17 16:56:24","U","2022-12-07 23:09:00.0","","207700.777656302","444619.911018948","","","","",""
"3000000","300000001020080001","20080306","","01","영업/정상","0000","정상","","","","","3676-1190","42.58","","서울특별시 종로구 숭인동 52-8번지 ","서울특별시 종로구 지봉로 96-3 (숭인동)","","우리동물병원","2008-03-14 10:32:57","I","2018-08-31 23:59:59.0","","201312.324500599    ","452934.470658927    ","동물병원","","","000",""
"3000000","300000001020090001","20090708","","01","영업/정상","0000","정상","","","","","02-735-7530","45","","서울특별시 종로구 내자동 125-3번지 ","서울특별시 종로구 사직로12길 2 (내자동)","","누리봄동물병원","2009-07-08 11:53:36","I","2018-08-31 23:59:59.0","","197374.347630839    ","452611.452584222    ","동물병원","","","000",""
"3000000","300000001020160001","20160211","","01","영업/정상","0000","정상","","","","","722-8275","0","","서울특별시 종로구 통인동 147-7 씨에스코즈빌 ","서울특별시 종로구 자하문로 35-3, 씨에스코즈빌 101호 (통인동)","03040","광화문동물병원","2020-07-31 15:26:29","U","2020-08-02 02:40:00.0","","197383.197504794    ","452972.118568389    ","동물병원","","","000",""
"3000000","300000001019950002","19950905","","01","영업/정상","0000","정상","","","","","3672-8441","53.7","","서울특별시 종로구 명륜2가 5-99번지 1통3반 방산빌라 402호","서울특별시 종로구 창경궁로 261 (명륜2가)","03075","대학로동물병원","2019-04-29 17:30:23","U","2019-05-01 02:40:00.0","","199947.178659037    ","453593.826987348    ","동물병원","","","000",""
"3000000","300000001020040001","20040908","","03","폐업","0002","폐업","20070226","","","","3216-7582","26.29","","서울특별시 종로구 평창동 289-2번지 ","서울특별시 종로구 세검정로 313 (평창동)","","평창동물병원","2007-02-26 15:57:46","I","2018-08-31 23:59:59.0","","196842.609122384    ","455844.995397014    ","동물병원","","","000",""
"3070000","307000001019800001","19801006","","03","폐업","0002","폐업","20031007","","","","","0","","서울특별시 성북구 보문동2가 130번지 ","","","보문동물병원","2003-10-07 11:29:13","I","2018-08-31 23:59:59.0","","201654.075871688    ","453593.837775363    ","동물병원","","","000",""
"3070000","307000001019810001","19810702","","03","폐업","0002","폐업","20080604","","","","","0","","서울특별시 성북구 석관동 200-11  번지 ","","","광덕동물병원","2008-06-04 16:31:04","I","2018-08-31 23:59:59.0","","","","동물병원","","","000",""
"3000000","300000001020050001","20051024","","03","폐업","0002","폐업","20170704","","","","764-0075","196","","서울특별시 종로구 명륜1가 135번지 한신1차아파트4-1506 ","서울특별시 종로구 혜화로 11 (명륜1가)","03068","성현동물병원","2017-07-04 13:54:16","I","2018-08-31 23:59:59.0","","199938.394948321    ","453805.179643767    ","동물병원","","","000",""
"3000000","300000001020070001","20070323","","03","폐업","0002","폐업","20170723","","","","3216-7582","22.21","","서울특별시 종로구 평창동 402-17번지 14통2반 세방테크빌 504호","서울특별시 종로구 평창문화로 31 (평창동)","03008","평창동물병원","2018-10-02 11:25:09","U","2018-10-04 02:35:39.0","","196842.609122384    ","455844.995397014    ","동물병원","","","000",""
"3000000","300000001020130006","20130304","","03","폐업","0002","폐업","20181030","","","","732-3827","0","","서울특별시 종로구 효자동 31번지 ","서울특별시 종로구 자하문로 66-2 (효자동)","03042","효자동물병원","2018-10-30 14:52:41","U","2018-11-01 02:36:04.0","","197364.614476836    ","453303.293915738    ","동물병원","","","000",""
"3000000","300000001019750001","19750506","","03","폐업","0002","폐업","20130307","","","","","0","","서울특별시 종로구 연건동 188번지 ","","","홍수의과병원","2013-04-01 17:52:02","I","2018-08-31 23:59:59.0","","","","동물병원","","","000",""
"3000000","300000001019910001","20130311","","03","폐업","0002","폐업","20151021","","","","733-5060","0","","서울특별시 종로구 무악동 ","서울특별시 종로구 통일로 238, 지층 (무악동)","03030","독립문동물병원","2015-10-21 16:29:02","I","2018-08-31 23:59:59.0","","196296.921233318    ","452397.074356224    ","동물병원","","","000",""
"3000000","300000001020130002","20010604","","02","휴업","0001","휴업","","","","","732-3827","0","","서울특별시 종로구 효자동 31번지 ","서울특별시 종로구 자하문로 66-2 (효자동)","03042","효자동물병원","2014-12-31 09:43:33","I","2018-08-31 23:59:59.0","","197364.614476836    ","453303.293915738    ","동물병원","","","000",""
"3010000","301000001020040001","20040126","","03","폐업","0002","폐업","20050415","","","","","77.37","","서울특별시 중구 중림동 200번지 삼성사이버빌리지 상가 2동 1층 103-1호 ","서울특별시 중구 중림로 10 (중림동,삼성사이버빌리지 상가 2동 1층 103-1호)","","충정동물병원","2005-04-15 15:34:23","I","2018-08-31 23:59:59.0","","196864.942838297    ","450649.69804319     ","동물병원","","","000","0"
"3000000","300000001020170001","2017-11-16","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 종로구 홍파동 42-13 경희궁자이 2단지 상가동 2229호","서울특별시 종로구 송월길 99, 상가동 2층 2229호 (홍파동, 경희궁자이 2단지)","03165","경희궁 바른 동물병원","2023-03-31 09:34:28","U","2022-12-04 00:02:00.0","","","","","","","",""
"3010000","301000001020190004","20190513","","01","영업/정상","0000","정상","","","","","02-2038-7555","91","","서울특별시 중구 신당동 102-6번지 ","서울특별시 중구 다산로 230, 하나빌딩 1층 (신당동)","04585","메종동물병원","2019-05-13 09:02:06","I","2019-05-15 02:21:01.0","","201341.792321443    ","451246.571908878    ","동물병원","","","000","0"
"3070000","307000001020000002","20000110","","03","폐업","0002","폐업","20040501","","","","","0","","서울특별시 성북구 정릉동 285-3   번지 ","","","이솝동물병원","2004-05-01 09:46:27","I","2018-08-31 23:59:59.0","","","","동물병원","","","000",""
"3110000","311000001020070002","20070214","","03","폐업","0002","폐업","20080319","","","","376-7584","2823.97","","서울특별시 은평구 신사동 24-59  번지 경보빌딩 ","","","허브종합동물병원","2008-03-19 14:15:37","I","2018-08-31 23:59:59.0","","","","동물병원","","","000",""
"3010000","301000001019920001","19920212","","01","영업/정상","0000","정상","","","","","2237-3366","306","","서울특별시 중구 신당동 336-3 명덕빌딩","서울특별시 중구 다산로 175, 명덕빌딩 (신당동)","04608","바우미우동물병원","2022-07-05 16:49:09","U","2021-12-07 00:07:00.0","","201064.963697104","450779.720971036","","","","",""
"3010000","301000001020190005","20190620","","01","영업/정상","0000","정상","","","","","02-2234-7585","52.89","","서울특별시 중구 황학동 2545 롯데캐슬베네치아","서울특별시 중구 청계천로 400, 지하 1층 (황학동, 롯데캐슬베네치아)","04572","웰니스클리닉(청계천점)","2022-12-29 18:12:26","U","2021-11-01 21:01:00.0","","201823.908977364","452076.818664092","","","","",""
"3030000","303000001020130002","20130401","","03","폐업","0002","폐업","20151001","","","","02-2282-3653","89.75","","서울특별시 성동구 금호동4가 131번지 ","서울특별시 성동구 독서당로 328 (금호동4가)","04737","펫 365 동물병원","2015-10-02 13:05:27","I","2018-08-31 23:59:59.0","","202164.820244902    ","449516.520929115    ","동물병원","","","000",""
"3010000","301000001020200001","2020-06-25","","01","영업/정상","0000","정상","","","","","02-2253-2233","0","","서울특별시 중구 황학동 1596","서울특별시 중구 난계로 197, 1,2,4층 (황학동)","04574","웰튼동물의료센터","2023-06-13 21:38:04","U","2022-12-05 23:05:00.0","","201985.829607973","451869.587314453","","","","",""
"3010000","301000001020210002","20211117","","01","영업/정상","0000","정상","","","","","02-2039-0303","0","","서울특별시 중구 신당동 855 신당 파인힐 하나유보라 ","서울특별시 중구 왕십리로 407, 신당 파인힐 하나유보라 B1층 03,04,05호 (신당동, 신당 파인힐 하나유보라)","04580","24시SD동물의료센터성동","2022-01-06 17:19:25","U","2022-01-08 02:40:00.0","","202128.136971071    ","451334.458176582    ","동물병원","","","000","0"
"3210000","321000001020220002","20221018","","01","영업/정상","0000","정상","","","","","02-521-0525","97.48","","서울특별시 서초구 서초동 1600-11 서초레몬 201호","서울특별시 서초구 서초중앙로 45, 서초레몬 2층 201호 (서초동)","06654","시니어 동물병원","2022-11-22 16:05:39","U","2021-10-31 22:04:00.0","","201296.398171062","442621.276121873","","","","",""
