시군구명,영업내용,사업장명칭,소재지 주소(지번),소재지 주소(도로명),신고일자,관리부서,관리부서 전화번호,데이터기준일
서울특별시 강남구,동물 ( 위탁관리 ),마이펫동물의료센터,서울특별시 강남구 삼성동 119-3 성원빌딩 ,"서울특별시 강남구 삼성로 573, 성원빌딩 (삼성동)",2019-06-04,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 위탁관리 ),그루잠,서울특별시 강남구 대치동 906 관용빌딩 지하1층 ,"서울특별시 강남구 선릉로76길 24, 관용빌딩 지하1층 (대치동)",2019-07-01,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 위탁관리 ),독핏웰니스센터,서울특별시 강남구 논현동 23-4 N234 지하2층 ,"서울특별시 강남구 강남대로140길 26, N234 지하2층 (논현동)",2019-07-04,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 위탁관리 ),편안하개,서울특별시 강남구 논현동 154-6 2층 ,"서울특별시 강남구 논현로121길 18, 2층 (논현동)",2019-07-11,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 위탁관리 ),필스타,서울특별시 강남구 신사동 600-10 2층 ,"서울특별시 강남구 논현로164길 17, 2층 (신사동)",2019-07-23,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 위탁관리 ),페스츄리(PET'S TREE),서울특별시 강남구 역삼동 789-7 태광빌딩 102호,"서울특별시 강남구 역삼로 156, 태광빌딩 102호 (역삼동)",2019-08-08,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 위탁관리 ),(주)애니멀고,서울특별시 강남구 삼성동 60-24 ,서울특별시 강남구 삼성로120길 36 (삼성동),2019-10-14,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 위탁관리 ),대치동물메디컬센터,서울특별시 강남구 대치동 990-1 무진빌딩 1층 ,"서울특별시 강남구 도곡로 520, 무진빌딩 1층 (대치동)",2019-11-05,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 위탁관리 ),미라클펫살롱,서울특별시 강남구 개포동 12 대치아파트 2층 대치2단지상가동 212호,"서울특별시 강남구 개포로109길 9, 대치2단지상가동 2층 212호 (개포동, 대치아파트)",2019-12-11,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 위탁관리 ),(주) 다독인더씨티,서울특별시 강남구 역삼동 608-23 ,서울특별시 강남구 논현로101길 10 (역삼동),2019-12-16,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 위탁관리 ),아이조아펫파크 강남점,서울특별시 강남구 논현동 256-14 ,서울특별시 강남구 봉은사로47길 59 (논현동),2020-02-13,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 위탁관리 ),프랑소와펫 강남센터점,서울특별시 강남구 신사동 639-6 ,서울특별시 강남구 압구정로46길 6 (신사동),2020-02-18,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 위탁관리 ),Pet.J,서울특별시 강남구 청담동 93-10 ,서울특별시 강남구 압구정로80길 36 (청담동),2020-03-05,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 위탁관리 ),Team MK(전설의 강아지),서울특별시 강남구 논현동 265-23 ,서울특별시 강남구 선릉로115길 22 (논현동),2020-06-03,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 위탁관리 ),말랑맨션,서울특별시 강남구 신사동 626-23 ,서울특별시 강남구 논현로168길 37 (신사동),2020-06-15,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 위탁관리 ),킹독,서울특별시 강남구 역삼동 671-31 ,"서울특별시 강남구 논현로98길 34, 지하층 (역삼동)",2020-08-19,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 위탁관리 ),머멍펫살롱(MuMung),서울특별시 강남구 논현동 272-26 코너스톤 주상복합 ,"서울특별시 강남구 봉은사로43길 18, 코너스톤 주상복합 102호 (논현동)",2020-09-17,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 위탁관리 ),세븐에이치,서울특별시 강남구 역삼동 697-8 ,"서울특별시 강남구 테헤란로53길 23, 지하1층 (역삼동)",2020-11-03,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 위탁관리 ),해피퍼피 강아지 유치원 & 미용,서울특별시 강남구 논현동 81-11 ,"서울특별시 강남구 논현로134길 5, 백양빌딩 지하 1층 (논현동)",2020-11-04,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 위탁관리 ),반려동물생활연구소 압구정점,서울특별시 강남구 신사동 549-1 타워빌딩 ,"서울특별시 강남구 압구정로 134, 타워빌딩 1층, 2층 (신사동)",2020-11-05,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 위탁관리 ),불도저 독 케어 센터,서울특별시 강남구 역삼동 612-3 ,서울특별시 강남구 테헤란로19길 78 (역삼동),2020-11-25,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 위탁관리 ),바오로(Baolo Pet&Grooming),서울특별시 강남구 개포동 158-8 ,"서울특별시 강남구 선릉로4길 13, 2층 (개포동)",2021-02-09,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 위탁관리 ),도킹어바웃,서울특별시 강남구 개포동 1191-4 지수빌딩 ,"서울특별시 강남구 논현로 18, 지수빌딩 지하1층 (개포동)",2021-03-09,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 위탁관리 ),KNOLLO(놀로),서울특별시 강남구 청담동 46 베디베로스퀘어 ,"서울특별시 강남구 삼성로133길 7, 베디베로스퀘어 지하1층 (청담동)",2021-04-09,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 위탁관리 ),멍투게더,서울특별시 강남구 역삼동 834-58 ,"서울특별시 강남구 역삼로14길 14, 3층 (역삼동)",2021-05-17,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 위탁관리 ),algok kennel(알곡켄넬),서울특별시 강남구 청담동 122-4 성영파크빌라 ,"서울특별시 강남구 도산대로85길 18, 1층 (청담동, 성영파크빌라)",2021-09-08,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),미라클펫살롱,서울특별시 강남구 개포동 12 대치2단지상가 2층 212호,"서울특별시 강남구 개포로109길 5, 2층 212호 (개포동, 대치아파트)",2018-04-02,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),시저독,서울특별시 강남구 대치동 933-13 샤인빌 1층 101호,"서울특별시 강남구 도곡로77길 13, 샤인빌 1층 101호 (대치동)",2018-04-24,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),달이네애견미용실,서울특별시 강남구 논현동 125-17 1층 ,"서울특별시 강남구 학동로12길 5, 1층 (논현동)",2018-04-27,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),블리스독,서울특별시 강남구 신사동 660-2 207호,"서울특별시 강남구 압구정로 326, 207호 (신사동)",2018-05-09,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),다올,서울특별시 강남구 청담동 126-1 ,"서울특별시 강남구 도산대로99길 19, 2층 (청담동)",2018-05-11,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),멍멍스토리,서울특별시 강남구 논현동 170 스페이스모노빌딩 2층 ,"서울특별시 강남구 논현로115길 71, 스페이스모노빌딩 2층 (논현동)",2018-05-28,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),마스터그루밍클럽,서울특별시 강남구 삼성동 160-21 2층 ,"서울특별시 강남구 봉은사로104길 10, 동화빌딩 2층 (삼성동)",2018-05-30,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),마이티그루밍,서울특별시 강남구 논현동 191-16 302호,"서울특별시 강남구 논현로 613, 3층 302호 (논현동)",2018-05-30,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),아지케어,서울특별시 강남구 논현동 180-17 2층 ,"서울특별시 강남구 강남대로118길 53, 2층 (논현동)",2018-06-08,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),그루밍박스,서울특별시 강남구 삼성동 49-7 1층 ,"서울특별시 강남구 봉은사로73길 5, 1층 (삼성동)",2018-06-08,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),오드리애견미용실,서울특별시 강남구 논현동 188-16 1층 ,"서울특별시 강남구 강남대로118길 71, 1층층 (논현동)",2018-07-05,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),주식회사 퍼피고,서울특별시 강남구 논현동 88-6 상문빌딩 5층 ,"서울특별시 강남구 학동로33길 5, 상문빌딩 5층 (논현동)",2018-07-06,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),강남강아지,서울특별시 강남구 역삼동 724-45 202호,"서울특별시 강남구 언주로79길 14, 202호 (역삼동)",2018-07-11,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),치료멍멍 Grooming,"서울특별시 강남구 신사동 630-23 삼공빌딩 2,3층 ","서울특별시 강남구 도산대로 309, 삼공빌딩 2, 3층 (신사동)",2018-07-24,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),두젠틀(DOGENTLE),서울특별시 강남구 역삼동 667-10 강남제일병원 별관 지하1층 ,"서울특별시 강남구 논현로 534, 강남제일병원 별관 지하1층 (역삼동)",2018-08-06,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),퍼플퍼피,서울특별시 강남구 신사동 550-19 1층 ,"서울특별시 강남구 압구정로18길 14, 1층 (신사동)",2018-08-10,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),라라캣,서울특별시 강남구 역삼동 742-27 1층 ,"서울특별시 강남구 역삼로9길 24, 1층 (역삼동)",2018-08-14,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),한남동 강아지 in 신사,서울특별시 강남구 논현동 18-1 나라키움 논현동A주택 101호,"서울특별시 강남구 강남대로146길 6, 101호 (논현동, 나라키움 논현동A주택)",2018-08-16,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),꼬스펫샵,서울특별시 강남구 역삼동 766-20 역삼프라자 ,"서울특별시 강남구 도곡로51길 4, 역삼프라자 1층 (역삼동)",2018-08-21,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),펫하우스,서울특별시 강남구 대치동 922-2 ,"서울특별시 강남구 선릉로66길 5, 101호 (대치동)",2018-08-23,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),블루밍독,서울특별시 강남구 논현동 160 1층 103호,"서울특별시 강남구 강남대로124길 32, 1층 103호 (논현동)",2018-08-27,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),닥터그레이동물병원,서울특별시 강남구 도곡동 467-7 아카데미스위트 104호,"서울특별시 강남구 언주로30길 21, 104호 (도곡동, 아카데미스위트)",2018-08-28,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),가로수동물병원,서울특별시 강남구 신사동 549-1 타워빌딩 108호,"서울특별시 강남구 압구정로 134, 타워빌딩 108호 (신사동)",2018-09-03,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),중앙애견미용실,서울특별시 강남구 논현동 277-21 미래빌딩 1층 ,"서울특별시 강남구 봉은사로 315, 미래빌딩 1층 (논현동)",2018-09-05,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),플러피(fluffy),서울특별시 강남구 청담동 122-35 청담신원아침도시마인 1층 133호,"서울특별시 강남구 도산대로85길 30, 1층 133호 (청담동, 청담신원아침도시마인)",2018-09-07,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),위너스동물병원,서울특별시 강남구 역삼동 732-26 위너스 빌딩 1층 ,"서울특별시 강남구 역삼로 235, 위너스 빌딩 1층 (역삼동)",2018-09-11,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),봄사랑동물병원,서울특별시 강남구 압구정동 455 현대아파트 203호,"서울특별시 강남구 압구정로29길 68, 203호 (압구정동, 현대아파트)",2018-09-14,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),퍼피즌동물병원,서울특별시 강남구 삼성동 34-3 키스톤빌딩 ,"서울특별시 강남구 선릉로 636, 키스톤빌딩 1층 (삼성동)",2018-09-17,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),개포동물병원,서울특별시 강남구 개포동 186-17 개포종합상가 111-112호 ,"서울특별시 강남구 개포로 512, 개포종합상가 111-112호 (개포동)",2018-09-17,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),주식회사 강남동물병원,서울특별시 강남구 논현동 234-26 상하빌딩 1층 ,"서울특별시 강남구 봉은사로 205, 상하빌딩 1층 (논현동)",2018-09-17,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),멈미스,서울특별시 강남구 청담동 132-15 103호,"서울특별시 강남구 학동로101길 19, 103호 (청담동)",2018-09-21,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),그루밍캣 압구정점,서울특별시 강남구 신사동 571-4 유앤아이빌딩 4층 ,"서울특별시 강남구 압구정로20길 24, 유앤아이빌딩 4층 (신사동)",2018-09-21,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),서울동물의료센터,서울특별시 강남구 대치동 909-5 ,서울특별시 강남구 역삼로 426 (대치동),2018-09-21,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),스마트동물병원,서울특별시 강남구 대치동 898 1층 ,"서울특별시 강남구 선릉로 418, 1층 (대치동)",2018-09-21,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),스타일리다독,서울특별시 강남구 역삼동 608-23 1층 ,"서울특별시 강남구 논현로101길 10, 1층 (역삼동)",2018-09-21,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),PET.꾸밈,서울특별시 강남구 자곡동 56-120 강남블루지움 106호,"서울특별시 강남구 밤고개로 219, 강남블루지움 106호 (자곡동)",2018-09-21,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),이리온동물병원,서울특별시 강남구 청담동 97 M빌딩 1층(일부) ,"서울특별시 강남구 도산대로 445, M빌딩 (일부)1층 (청담동)",2018-09-21,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),압구정웰,서울특별시 강남구 신사동 528-3 덕산빌딩 105호,"서울특별시 강남구 압구정로 108, 덕산빌딩 105호 (신사동)",2018-09-21,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),예은동물병원,서울특별시 강남구 역삼동 798-20 정금빌딩 2층 ,"서울특별시 강남구 도곡로 189, 정금빌딩 2층 (역삼동)",2018-09-21,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),봉브라더스,서울특별시 강남구 논현동 181-12 2층 ,"서울특별시 강남구 강남대로118길 39, 2층 (논현동)",2018-09-21,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),24시스마트동물병원(신사본점),서울특별시 강남구 신사동 587-13 1층 ,"서울특별시 강남구 도산대로 213, 1층 (신사동)",2018-09-21,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),대치성심동물병원,서울특별시 강남구 대치동 623 남서울종합상가 169-1호,"서울특별시 강남구 남부순환로 2921, 남서울종합상가 169-1호 (대치동)",2018-09-21,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),부띠끄 몽뚜뚜,서울특별시 강남구 삼성동 9-16 ,서울특별시 강남구 선릉로122길 4(삼성동),2018-09-21,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),압구정메이트동물병원,"서울특별시 강남구 신사동 660-7 1,2층 ","서울특별시 강남구 압구정로 332, 1,2층 (신사동)",2018-09-21,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),대치수동물병원,서울특별시 강남구 대치동 316 은마아파트 은마상가B블럭 120~121호 ,"서울특별시 강남구 삼성로 212, 120~121호 (대치동, 은마아파트)",2018-09-21,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),우리집동물병원,서울특별시 강남구 도곡동 180-31 ,서울특별시 강남구 남부순환로 2737 (도곡동),2018-09-21,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),선릉동물병원,서울특별시 강남구 역삼동 694-11 연안이씨빌딩 ,"서울특별시 강남구 선릉로 533, 연안이씨빌딩 1층 (역삼동)",2018-09-21,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),청담아이윌동물병원,서울특별시 강남구 청담동 46-13 ,서울특별시 강남구 학동로 437 (청담동),2018-09-21,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),SNC동물메디컬센터,서울특별시 강남구 역삼동 727-8 운기빌딩 1층 ,"서울특별시 강남구 논현로 416, 운기빌딩 1층 (역삼동)",2018-09-21,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),아지원,서울특별시 강남구 청담동 58-12 1층 ,"서울특별시 강남구 도산대로96길 13, 1층 (청담동)",2018-09-21,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),원동물병원,서울특별시 강남구 대치동 903-12 한상빌딩 ,"서울특별시 강남구 역삼로 459, 한상빌딩 (대치동)",2018-10-01,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),압구정동물병원,서울특별시 강남구 신사동 616-2 우미빌딩 105호,"서울특별시 강남구 압구정로 224, 우미빌딩 105호 (신사동)",2018-10-11,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),마더스동물병원,서울특별시 강남구 세곡동 581 강남리더스프라자 202-1호,"서울특별시 강남구 헌릉로 569, 강남리더스프라자 202-1호 (세곡동)",2018-10-11,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),다온애견미용,서울특별시 강남구 도곡동 545-6 1층 ,"서울특별시 강남구 도곡로 174, 1층 (도곡동)",2018-10-17,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),더왈츠앤조이피아,서울특별시 강남구 역삼동 834-8 MS빌딩 1층 ,"서울특별시 강남구 역삼로 134, MS빌딩 1층 (역삼동)",2018-10-17,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),드림동물병원미용실,서울특별시 강남구 역삼동 771 뉴튼플라자 101호,"서울특별시 강남구 역삼로 234, 뉴튼플라자 101호 (역삼동)",2018-11-08,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),서경석동물병원,서울특별시 강남구 일원동 663 1층 ,"서울특별시 강남구 일원로3길 38, 1층 (일원동)",2018-11-08,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),바둑아 사랑해,서울특별시 강남구 역삼동 826-37 쌍용플래티넘밸류 101호,"서울특별시 강남구 테헤란로4길 46, 101호 (역삼동, 쌍용플래티넘밸류)",2018-11-14,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),와이즈24시동물병원,서울특별시 강남구 논현동 123-5 ,서울특별시 강남구 학동로6길 7 (논현동),2018-11-20,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),청담동물병원애견미용실,서울특별시 강남구 논현동 95-16 논현빌딩 3층 ,"서울특별시 강남구 도산대로50길 13, 논현빌딩 3층 (논현동)",2018-11-23,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),도곡종합동물병원,서울특별시 강남구 역삼동 761-18 강남프라자 105호,"서울특별시 강남구 언주로 314, 강남프라자 105호 (역삼동)",2018-11-26,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),주주동물종합병원,서울특별시 강남구 대치동 898-8 1층 ,"서울특별시 강남구 선릉로 412, 1층 (대치동)",2018-11-27,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),다정동물병원,서울특별시 강남구 논현동 149-6 ,서울특별시 강남구 학동로20길 39 (논현동),2018-12-04,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),필스타 단(FEELSTAR DAAN),서울특별시 강남구 역삼동 698-6 꿈꾸지오 다세대주택 지층 ,"서울특별시 강남구 테헤란로53길 57-17, 지층 (역삼동, 꿈꾸지오 다세대주택)",2018-12-06,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),24시신사동물용품,서울특별시 강남구 논현동 59-5 진성빌딩 ,"서울특별시 강남구 도산대로 206, 진성빌딩 (논현동)",2018-12-07,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),비안코이탈리아,서울특별시 강남구 청담동 118-12 1층 ,"서울특별시 강남구 도산대로81길 19, 1층 (청담동)",2018-12-12,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),펑키코코살롱,서울특별시 강남구 삼성동 26-34 ,서울특별시 강남구 삼성로115길 42 (삼성동),2018-12-12,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),자곡퍼스트동물의료센터,서울특별시 강남구 자곡동 636 서강플라자 2층 201호,"서울특별시 강남구 자곡로 114, 서강플라자 2층 201호 (자곡동)",2018-12-26,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),하룻강아지,서울특별시 강남구 개포동 1259-8 남강빌딩 1층 ,"서울특별시 강남구 개포로 251, 남강빌딩 1층 (개포동)",2019-01-02,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),도기도기,서울특별시 강남구 논현동 158-24 1층 ,"서울특별시 강남구 학동로20길 63-2, 1층 (논현동)",2019-01-08,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),튼튼동물병원,서울특별시 강남구 압구정동 426 현대아파트 상가1동동 2층 1호,"서울특별시 강남구 압구정로 151, 상가1동 2층 1호 (압구정동, 현대아파트)",2019-02-07,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),하나카동물병원,서울특별시 강남구 역삼동 834-45 동광빌딩 1층 ,"서울특별시 강남구 역삼로 138, 동광빌딩 1층 (역삼동)",2019-02-08,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),개스타일,서울특별시 강남구 역삼동 835-68 역삼동 롯데캐슬 노블 상가동 101호,"서울특별시 강남구 도곡로13길 19, 상가동 101호 (역삼동, 역삼동 롯데캐슬 노블)",2019-02-13,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),래이동물의료센터,서울특별시 강남구 대치동 649 성보2빌딩 1층 ,"서울특별시 강남구 남부순환로 2911-1, 성보2빌딩 1층 (대치동)",2019-02-18,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),곰스살롱,서울특별시 강남구 논현동 146-14 1층 101호,"서울특별시 강남구 강남대로124길 37, 1층 101호 (논현동)",2019-02-19,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),힐스타트리밍,서울특별시 강남구 자곡동 658 강남힐스테이트에코 105호,"서울특별시 강남구 자곡로 202, 강남힐스테이트에코 105호 (자곡동)",2019-02-20,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),나은동물병원,서울특별시 강남구 개포동 1259-4 흥진빌딩 101호,"서울특별시 강남구 개포로 243, 흥진빌딩 101호 (개포동)",2019-03-04,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),강아지집,서울특별시 강남구 삼성동 123-35 1층 ,"서울특별시 강남구 삼성로103길 30, 1층 (삼성동)",2019-03-12,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),수서동물병원,서울특별시 강남구 수서동 595-18 제이스프라자 109호,"서울특별시 강남구 광평로 196, 제이스프라자 109호 (수서동)",2019-03-14,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),수정동물병원,서울특별시 강남구 일원동 719 푸른마을아파트 상가동 102호,"서울특별시 강남구 일원로14길 25, 상가동 102호 (일원동, 푸른마을아파트)",2019-04-04,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),개포별빛동물병원,서울특별시 강남구 개포동 1229-11 동성빌딩 1층 ,"서울특별시 강남구 논현로 70, 동성빌딩 1층 (개포동)",2019-04-08,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),충현동물병원,서울특별시 강남구 논현동 191-12 동림빌딩 1층 ,"서울특별시 강남구 논현로 621, 동림빌딩 1층 (논현동)",2019-04-11,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),그레이스펫그루밍스튜디오,서울특별시 강남구 논현동 96-8 1층 ,"서울특별시 강남구 언주로148길 31-2, 1층 (논현동)",2019-04-11,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),에이컷,서울특별시 강남구 삼성동 125-6 지1층 ,"서울특별시 강남구 테헤란로77길 52, 지1층 (삼성동)",2019-04-16,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),논현애견샾,서울특별시 강남구 논현동 181-8 1층 ,"서울특별시 강남구 강남대로118길 47, 1층 (논현동)",2019-04-16,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),쓰담쓰담,서울특별시 강남구 역삼동 792 1층 ,"서울특별시 강남구 역삼로14길 11, 1층 (역삼동)",2019-04-29,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),24시청담우리동물병원,서울특별시 강남구 삼성동 70-6 1층 ,"서울특별시 강남구 삼성로 614, 1층 (삼성동)",2019-04-29,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),엘리스펫,서울특별시 강남구 대치동 906-16 신호빌딩 1층 ,"서울특별시 강남구 선릉로76길 40, 신호빌딩 1층 (대치동)",2019-05-20,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),츄츄동물병원,서울특별시 강남구 역삼동 834-66 이루미 1층 ,"서울특별시 강남구 논현로67길 56, 이루미 1층 (역삼동)",2019-05-29,지역경제과,02-3423-5518,2022-09-22
서울특별시 강남구,동물 ( 미용 ),에이드동물병원,서울특별시 강남구 신사동 586-3 영석빌딩 1층 ,"서울특별시 강남구 논현로 813, 영석빌딩 1층 (신사동)",2019-05-30,지역경제과,02-3423-5518,2022-09-22
